sentence,eyewitnessed
"#qldfloods crossing my fingers for the poor people of Bundaberg, Ipswich and the other towns that are copping it worse than us",Eyewitness
RT @ryanpetie: Damage at the Moorooka Magic Mile. I'd say the lower limit looks more likely now. #bigwet #BrisLive http://t.co/b5gLPu0p,Eyewitness
RT @noneknoswhoiam: Deadly floods hits east Australia: Three people are killed and hundreds of homes are under water in the Australi...  ...,NotEyewitness
http://t.co/5jVRt0y8: Australian state of Queensland hit by deadly flooding - BBC News: BBC NewsAustral... http://t.co/zNMVZveN #TopStory,NotEyewitness
@abcwidebay THANK YOU for this update. Worried sick about elderly relatives #bigwet #bundaberg,NotEyewitness
Seeing all these people affected by the floods is very sad. Thoughts r with them. #bigwet #qldfloods,NotEyewitness
Three killed in Queensland floods - Irish Times: Irish TimesThree killed in Queensland floodsIrish TimesCheryl M... http://t.co/4S2wUAUd,NotEyewitness
RT @QPSmedia: Disaster situation declared for Brisbane and includes areas of the Brisbane City and Redlands Council areas #bigwet,NotEyewitness
"RT @7NewsBrisbane: Disaster situation has been declared for #Brisbane, including Brisbane City and Redlands Council areas #bigwet #qldfloods",NotEyewitness
RT @EmergencyAUS: Set up a watch area to get official warnings sent straight to your mobile for FREE. #bigwet #QLDfloods #NSWfloods http ...,NotEyewitness
Australian state of Queensland hit by deadly flooding - BBC News: BBC NewsAustralian state of Queen... http://t.co/HfLm42Ay #hindusprite,NotEyewitness
Australian state of Queensland hit by deadly flooding - BBC News: BBC NewsAustralian state of Queensland hit by ... http://t.co/onInZEE2,NotEyewitness
Evacuation centre in #Warwick Christian College Slade Campus Horseman St. filling with stranded travelers #bigwet #qldfloods @abcsouthqld,NotEyewitness
@codychrome let's just say I'm glad I live where I do right now. Northern Australia is flooding and having tropical storms,NotEyewitness
Praying for the rain to stop in QLD. Everyone stay safe. #QLDFloods,NotEyewitness
RT @SAOutbacks: Thinking of the people of #bundaberg All very helpful for us just weeks ago at the #accc #goawayrain #BigWet,NotEyewitness
we all in Australia we have had bush fires flooding in all 2 weeks and still going,NotEyewitness
VIDEO: Floods cause chaos in Queensland: Three people have died and hundreds of homes are under water after heav... http://t.co/SRYd8Wqb,NotEyewitness
VIDEO: Floods cause chaos in Queensland: Three people have died and hundreds of homes are under water after heav... http://t.co/IrZbEtN0,NotEyewitness
240 schools closed in Qld due to flood,Eyewitness
Gotta love being in the Queensland floods. Good on ya Australia,Eyewitness
Channel 9 Qld have a reporter covering the floods called @joeldry. How insensitive. #bigwet #qldfloods #laughteristhebestmedicine,Eyewitness
Looks like we'll be waiting a while for our power to be assessed! Or has it already been done? @4bc #bigwet #bnestorm http://t.co/iZr6r9te,Eyewitness
"#Cricket9 if I wanted to watch the floods I'll look out the window , put the cricket on channel 9 QLD !",NotEyewitness
“@KatieLippens: Bush fires ..now Floods. What's next? #qldfloods” A fucking massive Tsunami,NotEyewitness
RT @AmandaAbate: Powerlines on the Gold Coast rail line have been damaged - no trains tomorrow morning between Varsity and Beenleigh #bigwet,NotEyewitness
Whoohoo! Thankyou @Energex power back on Kiels Mtn 4559. Time for a cuppa. #bigwet,Eyewitness
Sending prayers to friends and clients who are dealing with the horrific floods and windy conditions. Take care. Vine #Queensland #NSW,NotEyewitness
"The flood levy was REAL help for QLD. Meanwhile, anti-levy Abbott invited by Campbell to pose for the cameras. http://t.co/d14G3pwJ #auspol",NotEyewitness
@realIanHealy @mjslats spare a thought for those of us in the #bigwet Qld who can't even watch this T20 live. Delayed coverage from @wwos9,NotEyewitness
@Harry_Styles there is really bad flooding in parts of Australia :(,NotEyewitness
RT @justiceQLD: Expected in court tomorrow but flooded in? Contact your local courthouse Tues morning http://t.co/rOZ8oXUm #bigwet,NotEyewitness
Even Romney knew it was wrong to try and get political mileage out of Hurricane Sandy. Tony Abbott is shameless #bigwet #auspol,NotEyewitness
"RT @cycloneupdate: MT @Taytayluvnicki: normanby bridge, Gympie has disappeared under flood water!! http://t.co/vGRHzXXR #bigwet",Eyewitness
RT @NSWRFS: @QPSmedia We've been doing it tough with fires lately but our thoughts are with you all tonight. #bigwet,NotEyewitness
"Ipswich destroyed in 2011, again in 2013, how much more are residents going to be able to take? #bigwet",NotEyewitness
"RT @traceehutch: More QLD/NSW flood coverage we speak to @Mayorjd &amp; an update on Jakarta floods where 40,000 people affected @ABC_Ne ...",NotEyewitness
RT @7NewsBrisbane: #Logan is experiencing worst floods since 1974 - expected to peak at 9pm #bigwet #qldfloods,NotEyewitness
@AndrewLamingMP's poll on FB is asking whether we would support 'another Labor flood levy' after #bigwet #auspol” because they hate QLDers,NotEyewitness
@BruceGrady #qldflood #Volunteer  register now if you are available to help in the coming weeks http://t.co/at3Xf8r4,NotEyewitness
"RT @LisaVanderpump: Australia...sorry to hear of the extreme flooding,several lives lost already...",NotEyewitness
"City by city, town by town, the rundown of the Queensland flood crisis | The Courier-Mail: http://t.co/tVIyFNLg via @couriermail",NotEyewitness
RT @theqldpremier: UPDATE SCHOOL CLOSURES: An updated school closures list is available now at http://t.co/SJftSrAB - PT #bigwet,NotEyewitness
RT @abcnews: Ian Hatton sent us this photo of North Bundaberg residents evacuating by boat earlier today. #bigwet http://t.co/pgKjW5rr,NotEyewitness
QLD floods I have no electricity or hot water &amp;just got cell service &amp;Internet back on my phone. First thing I check @JessicaCapshaw twitter,Eyewitness
RT @cycloneupdate: Severe Weather Warning 9:12pm EDT for New South Wales: http://t.co/yi1Nfwmu #bigwet #nsw,NotEyewitness
RT @sunriseon7: Qld Health confirms every patient from #Bundaberg Hospital will be airlifted to Brisbane #sun7 #bigwet #qldfloods http:/ ...,NotEyewitness
orz south east qld is flooding.,NotEyewitness
"#BIGWET UPDATE #bundaberg #qld (10pm #nsw 9pm #qld) Jan28: &gt;2,000 homes have now been inundated. #adf return at first light #bundaberg_north",NotEyewitness
"This is my backyard....Australia - fires, heat waves, floods! 2 Emergency ID calls just today! http://t.co/U6puOzuo",Eyewitness
RT @7NewsBrisbane: Who does EMQ turn to for the latest breaking news? #bigwet #qldfloods http://t.co/2dLRuvta,NotEyewitness
"RT @guardianworld: First fire, now floods: Australia lashed by rains as tropical cyclone Oswald heads towards Sydney http://t.co/CM9orqJf",NotEyewitness
Praying for the people in the Queensland stay safe everyone xxxx &lt;3 #qldfloods :(,NotEyewitness
Only in Australia is one half on fire whilst the other is flooding. Thoughts and prayers with all those affected.,NotEyewitness
"Poser RT @MissKayeSera: TWO sand bags, Tony. That's gonna make a huge difference! #abbottstunts #bigwet #Qld http://t.co/plD1b9Xj",NotEyewitness
@RachOates OMG all the Australia summer posts on Tumblr are so true! Is it flooding where you are? it's been raining for 2 days in Syd :(,NotEyewitness
My regards go out to all the people who have been affected by the tragic weather my thoughts are with you all #bigwet @7NewsBrisbane,NotEyewitness
"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/rDIs6IiU",NotEyewitness
"RT @PedroChizo: Feel very sad for QLD. Bigger flood than 2011 which was the biggest flood ever, only 2 years ago. How strong are Queensl ...",NotEyewitness
who came up with the hashtag #bigwet for this year’s flood?,NotEyewitness
My bedroom roof Goddess. Hope everyone is safe tonight #sweetdreams #bigwet #brisbane #storm http://t.co/P0EdvqpM,NotEyewitness
@ladygaga please rt to show your support to all those that have lost everything in #aus during the #qldfloods and #ausbushfires. #doinithard,NotEyewitness
"OMG IT'S LIKE FLOODING SOME PARTS OF AUSTRALIA. I'M PRAYING, HOLY CRAP. IT HASN'T STOPPED RAINING.",NotEyewitness
RT @WazNotWazz: #JuliaGillard would love to be helping out with the floods in the #bigwet but unfortunately her only tool is a knife #Auspol,NotEyewitness
"#SuryaRay #Surya Australia floods: 'We will get through this,' says Queensland Premier - Telegraph.co.... http://t.co/dZUk1rau @suryaray",NotEyewitness
"@katrinasmith92 more tragic the message DO NOT SIGHTSEE IN EXTREME WEATHER THAT'S HOW PEOPLE DIE goes unheeded, not even highlighted #BigWet",Eyewitness
Friend has lost 40ft catamaran due to Burnett River flood. Lost mooring at Burnett Heads. House about to go under. #bigwet,Eyewitness
RT @abcnews: Arveen Singh sends in this photo of a tree crushing a Forest Lake house in Brisbane. Take care out in the #bigwet http://t. ...,NotEyewitness
RT @billyslater: Feeling for everyone affected by the floods in QLD and Nth NSW. Take care guys.,NotEyewitness
RT @gardencatlady: Australia floods:Entire towns lie submerged under 4 FEET of sea foam along east coast (Photos) http://t.co/J8RvZAtV v ...,NotEyewitness
Ipswich could now reach its 15-metre flood peak after midnight (it's 11:05pm up here). Bundaberg still the big danger zone. #BigWet,NotEyewitness
RT @RedCrossAU: We’ve launched an appeal for people affected by #qldfloods: http://t.co/9yZ6dTnG. Please support &amp; RT. #bigwet,NotEyewitness
Happy Tuesday morning to everyone (Aussie time) Spare a thought for our friends in Qld battling horrific floods..thoughts are with you all,NotEyewitness
My heart goes out to everyone who have been affected by the floods... We are a strong region &amp; we will be fine!!! @australia @queensland,NotEyewitness
Thousands Forced Out Of Homes By Deadly Australian Floods   http://t.co/NFaWNRR2 #Australia #Floods,NotEyewitness
I liked a @YouTube video from @telegraphvideo http://t.co/aOOme4RH Australia floods: dramatic rescue videos from Queensland,NotEyewitness
Turn on ABC local radio if you really need updates urgently #bigwet @mollyarabella @ABCNews24,NotEyewitness
Share your #qldfloods story with Chris Welsh - call 1300 222 612 http://t.co/bdpj1IkJ #bigwet,NotEyewitness
"RT @abcnews: Follow our live blog for the latest on the flooding #bigwet. Brisbane River to peak at 11am, Bundaberg on Tue night http:// ...",NotEyewitness
"Record major flooding continues at Bundaberg, further rises expected on Tuesday http://t.co/5ctmCKVg #qldfloods #bigwet",NotEyewitness
#ex-TCOswald has reached Sydney overnight and yet there's still increasing flood concerns back in Qld #BigWet,NotEyewitness
RT @lawteft: The Abbott packing sandbags 4 TV in Brissie is same LOTO who voted no to qld flood levy but yes to wealthy mums' welfare #q ...,NotEyewitness
"RT @sunriseon7: #qldfloods - Important phone numbers, travel info and web links can be found here: http://t.co/X5oMud6i #sun7 #bigwet",NotEyewitness
RT @autALERT: #bigwet update #moggill #qld Peaking below the minor flood level (10.0m) at about 9.5 metres overnight Monday Jan28.,NotEyewitness
Flooding in Queensland now disaster of  'epic proportions'   http://t.co/BBx0N1Tp,NotEyewitness
Qld #bigwet could put some dairy farmers out of business http://t.co/1zJlLpxR,NotEyewitness
@EllieRowson i don't know its just been on the news that there has been really bad floods in Queensland and thats where my family lives D:,Eyewitness
RT @thetodayshow: .@TheQldPremier LIVE on the TODAY show now #qldfloods,NotEyewitness
“@SylviaJeffreys: “@couttskid: Yamba Road is now closed due to flooding.” #bigwet” @JohnMcReynolds1 just made it mate,Eyewitness
RT @QldSES: RT @QPSmedia: Major delays on every train line this morning. Commuters should have alternative plan. #bigwet http://t.co/K1Y ...,NotEyewitness
Child injured in yesterday's tree fall beside Kedron Brook has died. He was 3 years old. #bigwet @abcnews,NotEyewitness
Hope once again everyone is safe and well with floods and bushfires across Australia :),NotEyewitness
RT @Indro_SHS: #Indooroopilly State High OPEN Tues 29 January. Please RT @612brisbane @7NewsBrisbane @9NewsBrisbane #bigwet,NotEyewitness
"BHP coalmines hit by floods: BHP, Qld's biggest coal producer, is set to lose production from its Bowen Basin co... http://t.co/nl6lN1tB",NotEyewitness
Deputy principal of Kenmore South State School has confirmed it will be shut today due to lack of power. #bigwet,Eyewitness
"there are massive bush fires all through victoria, yet all they are talking about on the news is the floods in queensland. #wtf #whataboutus",NotEyewitness
"RT @QPSmedia Do NOT remove road closed signs. Even if the water has subsided, it still needs to be inspected for your safety. #bigwet",NotEyewitness
RT @B105LSA: Amazing photo of the rain - thanks to Jamie in Northgate for this one. #bigwet http://t.co/zdJyHzEZ,Eyewitness
"All my thoughts go out to the people back home in Australia struggling with floods, bushfires and other natural disasters. Be safe. xxx",NotEyewitness
RT @CaitlynGribbin: Evacuation centre in #bundaberg. More than 2000 flood-affected residents evacuated because of #bigwet. @abcwidebay h ...,NotEyewitness
RT @AlexWilliamson8: So QLD is flooding &amp; half the Collingwood side is on cocaine. No surprises in todays headlines.,NotEyewitness
Traffic lights out on Bundall Rd and Bermuda. Take care. #bigwet #goldcoast @612brisbane @abcgoldcoast,Eyewitness
CGU customers affected by the QLD and NSW storms can contact our 24-hour claims team on 13 24 80. We hope residents stay safe #bigwet,NotEyewitness
RT @smh: Some more details on the evacuation order issued for #Grafton - #SES says this is a 'flood of record'. #bigwet http://t.co/MR8SBto2,NotEyewitness
RT @qldhealthnews: Tips to stay safe during clean up #bigwet #qldfloods http://t.co/V4j3mjv5,NotEyewitness
#BIGWET GRIDLOCK ON ROADS #GRAFTON #NSW RECORD #NSWFLOOD JUST GET OUT NOW GO TO #SOUTH_GRAFTON HIGH SCHOOL IF YOU CAN OR SEEK HIGH GROUND,Eyewitness
RT @BelindaABC: Warrego Highway at #Chinchilla still closed - inspectors lookin gat the area today. @abcsouthqld #bigwet #news,NotEyewitness
Moderate flooding is occurring at Goondiwindi with further rises to 8 metres possible during Tuesday. #bigwet,Eyewitness
"Really grateful I haven't been hit by the floods in Australia, prayers so go out to all those affected",NotEyewitness
"@Emma_J_Mc Hi Emma,wld love to speak to you for a story i'm doing for @triplejhack on the QLD Floods - can u follow me so I can DM you?",NotEyewitness
RT @australian: Brisbane braces for flood peak: HUNDREDS of homes in Ipswich have escaped inundation in Queensland's flood crisi... http ...,NotEyewitness
Blue skies but still no power #bigwet #nopower,Eyewitness
This is an environmental disaster!  Queensland Government Negligent as Mines Release Toxins into Flood Waters   http://t.co/5LnES13u,NotEyewitness
"48hrs without power in a cabin with 2 kids under 5, but riverlink skill testers have been fully operational #thingsthatshitme #bigwet",Eyewitness
"RT @davidwarner31: I feel for everyone in Queensland, it's devastating to see those suffering from the floods. A state full of big heart ...",NotEyewitness
Finally have power! #qldfloods #bigwet,Eyewitness
"RT @LaurenTom9000: Between the floods in Australia &amp; the Fire in Brazil,just trying to put a smile on your face,sending love &amp; p ...",NotEyewitness
The Premier has promised Bundaberg the full support of the Queensland Government. #bigwet,NotEyewitness
RT @qpsmedia: Police expect a significant amount of disruption for motorists travelling on the Cunningham Highway #bigwet,NotEyewitness
"RT “@LongreachQTahn: Brian Egan &amp; team at Aussie Helpers, helping farmers in times of need.. #bigwet” I remember Brian: http://t.co/Zi2OyG7r",NotEyewitness
RT @tunez4hoons: Blackhawk helicopters over North #Bundaberg &amp; flooded #BurnettRiver during mandatory evacuations #QLDfloods #BigWet ...,NotEyewitness
"RT @QldCountryMusic: This is why they say 'If it's flooded, forget it'. You never know what damage will be revealed. #bigwet http://t.co ...",NotEyewitness
RT @qpsmedia: New England Highway from Warwick - Toowoomba not yet open. Road still needs inspection. #bigwet,NotEyewitness
Australia floods: Entire towns lie submerged under FOUR FEET of sea foam along east coast | Mail Online http://t.co/J8DUOxVe  #TFB,NotEyewitness
"Floods to wash away Virgin doubts: The return of floods to Queensland, and the disruption to leisure aviation th... http://t.co/WP5iaVi0",NotEyewitness
"Devastating to see this tragedy unfolding live on @7NewsBrisbane. Stay safe east coast friends, we are here for you! #nswfloods #QLDFloods",NotEyewitness
RT @theqldpremier: The Premier has promised Bundaberg the full support of the Queensland Government. #bigwet,NotEyewitness
RT @DavidW2035: Climate science has already proved its worth http://t.co/x7Q38VBt #auspol #bigwet,NotEyewitness
"A reminder to @PPAU_Brisbane members, tonight's meeting has been postponed to Monday Feb 11 due to the #bigwet. http://t.co/Yntcr7uZ",NotEyewitness
"@stuartsturat Hi Stuart, the Qld Government &amp; Red Cross have set up a flood appeal you can donate to: http://t.co/j88fsNsM",NotEyewitness
RT @7NewsBrisbane: Energex says they have repaired nearly 3000 fallen powerlines and will attend to a further 1100 today. #qldfloods #bigwet,NotEyewitness
RT @7NewsBrisbane: Viewer Leslie sent in this picture of the Gold Coast hinterland in flood. #qldfloods #bigwet http://t.co/rJWdMyRJ,NotEyewitness
RT @andrew_sf: Interested in volunteering with the Queensland floods? Register with @VolunteeringQld here: http://t.co/TTiWe4F5,NotEyewitness
JUST IN: More than 100 patients have been evacuated from the Bundaberg Hospital. #bigwet #qldfloods,NotEyewitness
@7NewsBrisbane Power has just been restored here! Thank you @Energex #BigWet,NotEyewitness
"RT @612brisbane: Energex: 135,000 customers still without power at the moment #bigwet",NotEyewitness
Delivered some #bakedrelief to #daisyhill #ses so great to see the smiles on their faces &lt;3 #bigwet #qldfloods,Eyewitness
#flood #Australia Praying for all the People IN Australia Cyclones Are Leaving  But There is minor Flooding everywhere.,NotEyewitness
RT @JessHinchy: Only a few of the many rows of semi-trailers stranded waiting in #Warwick #bigwet #qldfloods @abcsouthqld @612brisbane h ...,Eyewitness
Luckily my mother didn't allow me to study in Queensland or else I could have been stuck in the flood 😱,Eyewitness
RT @JT_KYOTE: Floods in beenleigh and eagleby #hometown #bigwet #brisbanefloods http://t.co/L5BuRXWd,Eyewitness
"Extreme weather! Earlier bush fire &amp; now -Photo gallery:Three dead, dramatic rescues in Australia floods http://t.co/BZYtYuaj via @sharethis",NotEyewitness
Thousands Evacuated as Flooding Hits Eastern Australia - Bloomberg: Sydney Morning HeraldThousands Evacuated as ... http://t.co/U0L4gn5K,NotEyewitness
I wonder if this is true   #qldfloods Tim Tim Brisbane River #BelieveAcoustic,Eyewitness
"Burning fossil fuels kills people RT @billmckibben On the heels of the record heat, 4 dead in Queensland's epic floods. http://t.co/1DhVRrqJ",NotEyewitness
RT @QldSES: @surfqld warn: Keep off eroded sand dunes as there is a danger of collapse. Be safe! #bigwet #beachsafety,NotEyewitness
Good to be home #homesweethome #qldfloods http://t.co/qJF4wy7C,Eyewitness
I jeered so hard I was banging   Tim #bigwet Tim #qldfloods Gold Coast,NotEyewitness
"Rescuers battle Australia floods: Australia is battling flooding in two states, with the inundated Queensland ci... http://t.co/LO01fNHx",NotEyewitness
.@theqldpremier Burnett River Bundaberg is expected to be peaking now #bigwet,NotEyewitness
Developing: Muddy water means Brisbane can only be supplied with about half of its usual 450ML daily consumption.  #bigwet,Eyewitness
RT @BBCWorld: #Australia battles floods in Queensland and New South Wales http://t.co/thaxyRrT #qldfloods,NotEyewitness
Wivenhoe Dam is Qld's most important &amp; most dangerous piece of public infrastructure. @abcnews @612brisbane #bigwet http://t.co/SYUMWaRP,NotEyewitness
"Thoughts and prayers to all those affected by the floods &amp; tornados in Queenland,Australia!! #sendinglight",NotEyewitness
"RT @autALERT: BREAKING #BIGWET  #CATASTROPHE ZONE DECLARED Jan29 2:30pm #TWEED &amp; #NORTHERN_RIVERS NEW SOUTH WALES 41,000 PPL CURRENT ...",NotEyewitness
Make sure your workers have the correct PPE for cleaning up after flooding. #bigwet http://t.co/YYtE3IF4,NotEyewitness
"In QLD's Criminal Code, stealing by looting (s398, subs 13) carries a max penalty of 10 years' jail #bigwet #qldfloods http://t.co/PvNLj00d",NotEyewitness
RT @WorkSafeQLD: Make sure your workers have the correct PPE for cleaning up after flooding. #bigwet http://t.co/YYtE3IF4,NotEyewitness
Press Release: S&amp;pbulletin: Queensland's Rtgs Not affected As Yet by Floods: The material has been provided by I... http://t.co/WEMFAtdT,NotEyewitness
Lord Mayor Graham Quirk has announced that 50 skip bins will be placed around Brisbane for the disposal of spoiled food. #qldfloods,NotEyewitness
#pakistan#news Military called in as deadly floods batter Australia: BRISBANE: Australia ramped up its military ... http://t.co/17IELV3J,NotEyewitness
Rescuers battle Australia floods,NotEyewitness
Warwick: Crews have begun restoring power to properties in Warwick .customers are being re-connected where it is safe to do so #bigwet,NotEyewitness
Hospital evacuated as Australia hit by heavy flooding:        http://t.co/C5yU5Fg8,NotEyewitness
Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/lJhGxNLK,NotEyewitness
Hospital patients flee rising floods: Heavy flooding in Australia caused by torrential rains has forced mass eva... http://t.co/4JZioCQR,NotEyewitness
RT @dawn_com: Military called in as deadly floods batter Australia http://t.co/8NTphp0Y,NotEyewitness
RT @ABCMidNorthNSW: Updated major #flood warning for the Clarence Valley: http://t.co/YkHUPCfQ #nswfloods #bigwet,NotEyewitness
RT @7NewsBrisbane: Careful on the roads around Burnett Highway; viewer Jackie Bolsover took this shot on the way to Biloela. #qldfloods  ...,NotEyewitness
"@ColdJadedWolf We're fine. The flooding in north of us,but my bf's mum is stuck in Queensland.",Eyewitness
Rainfall records swamped: AS towns and cities along Australia's eastern seaboard cope with flooding in the wake ... http://t.co/ATWryFEz,NotEyewitness
"#bigwet Brisbane River walkway from Victoria Bridge, just before flood peak. http://t.co/6r6Q3x4I",NotEyewitness
Cc: @jndegz RT @CapitalFM_kenya: Military called in as deadly floods batter Australia http://t.co/ZsmKU1ev,NotEyewitness
"RT @RACQOfficial: We’ve had one of our busiest days ever with more than 4,900 roadside rescues and 3,058 insurance claims! #bigwet",NotEyewitness
RT @judithmaizey: #qldfloods The Logan River at the bridge at Waterford is continuing to rise. http://t.co/E22M6WGo,NotEyewitness
Floods Put Strain on Australia's Economy - Wall Street Journal: Sky News AustraliaFloods Put Strain on Australia... http://t.co/LJ0176CE,NotEyewitness
Residents thankful for evacuation centres http://t.co/T30FtdmN #qldfloods,NotEyewitness
"RT @QPSmedia: #bigwet NORTH STRADBROKE IS - Commercial barge running with limited services, Water Taxi's running on time. Evac centres s ...",NotEyewitness
"RT @Cmdr_Hadfield: Hello Australia! Last night I I stayed up late to take a few photos of the flooding in the Northeast, which I'll be p ...",Eyewitness
Annual Magazine Subscription Discounted to support QLD flood disaster appeal - don't miss out on making a difference http://t.co/JcCm6Z43,NotEyewitness
RT @Can_do_Campbell: At least Qlders never lose their sense of humour. #bigwet http://t.co/GldWU9dI,NotEyewitness
“Suburbs at risk of running out of water  #Camphill #bigwet #qldfloods” great that would be me!! 😐👎,NotEyewitness
"“@Cmdr_Hadfield: Flooding in Maryborough, Australia - visible as we flew over Tuesday morning, 29 Jan. http://t.co/R4BKovmq” #fb",Eyewitness
News From Australia - captainmjolnir: Queensland is flooded (again) New South Wales is flooding (again)... http://t.co/of9BFCJt,NotEyewitness
"RT @Cmdr_Hadfield: Flooding in Maryborough, Australia - visible as we flew over Tuesday morning, 29 Jan. http://t.co/Vs2oGCKd",NotEyewitness
"RT @Cmdr_Hadfield: The flooding and flow into the Coral Sea at Gladstone, Australia - visible from the Space Station. http://t.co/eYgNvRNA",NotEyewitness
RT @JohnFBruce: TONIGHT ... AFTER THE FLOOD - WE'LL BE JOINED BY INSURANCE COUNCIL OF AUSTRALIA CHIEF ROB WHELAN ON THE ISSUE OF COVERAG ...,NotEyewitness
RT @TheBushVerandah: Just heard a farmer had to shoot approx 100 sows at mundubbera ... In preference to them drowning. #bigwet,NotEyewitness
RT @7NewsBrisbane: This is (we think) a Grey Wolf #Spider escorting her young to safety from flooding in #Jandowae #bigwet #qldfloods ht ...,NotEyewitness
"#bigwet RT @Cmdr_Hadfield: Flooding in Maryborough, Australia - visible as we flew over Tuesday morning, 29 Jan. http://t.co/xs0DRNnr",NotEyewitness
RT @EmergencyAUS: Get Emergency AUS to have warnings sent straight to your mobile for free. #bigwet #QLDfloods #NSWfloods #Bundaberg htt ...,NotEyewitness
"RT @couriermail: #bigwet UPDATE: 250,000 ppl in Brisbane face the threat of no water overnight because of water treatment plant shutdown ...",NotEyewitness
Pics of #qldfloods taken from space are incredible. Check out @Cmdr_Hadfield profile. Actually just follow him. All his shots are amazing.,NotEyewitness
Hospital patients flee Australia floods: Heavy flooding in Australia caused by torrential rains has forced mass ... http://t.co/Z7LQLcn0,NotEyewitness
"RT @QLDOnline: RT @Cmdr_Hadfield: The flooding and flow into the Coral Sea at Gladstone, Australia - visible from the Space Station.  ht ...",NotEyewitness
Photos I tweeted earlier today were not accessible. Now fixed. #bundaberg #bigwet #qldfloods https://t.co/YinwfUWS,Eyewitness
"RT @SquigglyRick: No, a nightmare bus. MT @7NewsBrisbane: Grey Wolf #Spider (we think) escorting young from floods in #Jandowae #bigwet  ...",NotEyewitness
RT @SuperWiki: Welcome to your nightmare! MT@7NewsBrisbane: Grey Wolf Spider escorting young from floods in #Jandowae #Australia http:// ...,NotEyewitness
"RT @QPublicServant: Amidst the awful flooding of the last week in Qld, there r moments to raise a smile &amp; this is one http://t.co/To ...",NotEyewitness
Military called in as deadly floods batter Australia http://t.co/A0KX3Tfq,NotEyewitness
"#in Massive Floods Hit Queensland, New So. Wales; 4 Dead, Thousands Evacuated: Massive summer floods killed four... http://t.co/i34AfBaQ",NotEyewitness
اخبار هامة Hospital evacuated as Australia hit by heavy flooding - CNN http://t.co/e2F7egEx اخبار هامة,NotEyewitness
@TheEllenShow PLEASE HELP THE #Queensland AUSTRALIA RED CROSS in the flood affected families especially in Bundaberg and Gympie!!! #redcross,NotEyewitness
"Thouthands of people evacuated in #Australia due to floods, two deaths :/",NotEyewitness
"Insurance News:Massive Floods Hit Queensland, New So. Wales; 4 Dead, Thousands Evacuated",NotEyewitness
Australia lurches from fire to flood http://t.co/C6x8Uxnk,NotEyewitness
"RT @612brisbane: #QldFloods update: Bruce Hwy OPEN with caution at Kybong south of Gympie, at Midgee &amp; at Tiaro, at Chinaman Creek h ...",NotEyewitness
RT @612brisbane: Keep up to date with the latest flood warnings from the Bureau of Meteorology http://t.co/ble98nsU #qldfloods #bigwet,NotEyewitness
Storm Oswald continues to cause flooding and flight delays in Australia - Daily Mail http://t.co/oR8FvXHv #travel,NotEyewitness
@iwasmadetolaugh but there's floods in queensland now,NotEyewitness
"Just under 80,000 people still without power, @Energex has 50 crews working tonight http://t.co/J9KkTbLy #bigwet #qldfloods",NotEyewitness
“@James_L_Bennett: Just found this pic on the SEQ flood update facebook page... nice work cows! #bigwet http://t.co/ewiIZ7D4” so good 🐮,NotEyewitness
@50cent can we plz take a minute to pray for the families affected by the floods in Australia,NotEyewitness
@Ludacris can we plz take a minute to pray for the families affected by the floods in Australia,NotEyewitness
RT @iamcodysangel_: R.I.P to those in Queensland who have died in the floods👼🌹,NotEyewitness
Climate Change Blamed for Australia's Recent Extreme Heat and Flooding http://t.co/E1LW2NPP,NotEyewitness
@sunriseon7 I would like to volunteer to assist with the clean up of the QLD floods but dont know who 2 contact about this.. #sun7,Eyewitness
RT @nzherald: The latest updates on Australia's floods: http://t.co/0b79YcEo,NotEyewitness
The Governor-General will visit some flood affected communities in Qld today @abcnews @612brisbane #bigwet,NotEyewitness
SBS National: Southern Qld towns prepare for floods: Regional towns in Queensland's south are preparing for floo... http://t.co/2iMipAw2,NotEyewitness
RT @judithmaizey: @SpencerHowson Motorists Re not getting the message about Loganlea Rd being closed. http://t.co/eze8RdPJ #bigwet,Eyewitness
http://t.co/XpNxp42o Brisbane has 6 hours worth of water left #sun7 #bigwet #qldfloods,NotEyewitness
Public service announcement for Brisbane. #bigwet http://t.co/OyYFdRBb,NotEyewitness
"Gayndah residents must boil drinking water, use water for drinking, hygiene only: http://t.co/JG0GmjIB #qldfloods #bigwet",NotEyewitness
RT @QPSmedia: Severe congestion Cunningham Hwy between Ripley and Amberley: avoid travel if possible #qldtraffic #bigwet,NotEyewitness
"Drama continues as rivers keep rising: QUEENSLAND'S flood emergency is not over yet, with entire suburbs in Bund... http://t.co/eVQami7W",NotEyewitness
"Cotton Outlook Seen Improving in Australia After Floods, Rains http://t.co/RRniI9FD",NotEyewitness
RT @7NewsBrisbane: PIC: The view from Kennedy Bridge in Bundaberg this morning - submitted by 7 News viewer Steven Greenwood #bigwet htt ...,NotEyewitness
"NEWS #SavetheChildren opens Child Friendly Space at #Ipswich evacuation centre, responds to children's needs #qldfloods http://t.co/4CUMscj5",NotEyewitness
"the QLD floods just happen so often that everyone just forgets about them. I mean every summer, my family gets flooded in #unlucky #flooding",Eyewitness
Search continues for two missing men in Queensland as evacuees await return home: http://t.co/ntaFofp1 #floods,NotEyewitness
